series,episode,baker,technical,result,uk_airdate,us_season,us_airdate,challenge,bake,dessert,chocolate,fruit,nut
2,5,Jason,7th,OUT,13 September 2011,NA,NA,showstopper,plum meringue pie,pie,no chocolate,fruit,no nut
2,5,Robert,3rd,OUT,13 September 2011,NA,NA,showstopper,rhubarb and custard meringue pie,pie,no chocolate,no fruit,no nut
2,5,Janet,1st,SB,13 September 2011,NA,NA,showstopper,rhubarb meringue pie,pie,no chocolate,no fruit,no nut
2,6,Holly,3rd,IN,20 September 2011,NA,NA,showstopper,hansel and gretel's croquembouche,other,no chocolate,no fruit,no nut
2,6,Janet,5th,IN,20 September 2011,NA,NA,showstopper,orange and nougatine croquembouche,other,no chocolate,fruit,no nut
2,6,Mary-Anne,4th,IN,20 September 2011,NA,NA,showstopper,orange and praline croquembouche with cardamom caramel,other,no chocolate,fruit,no nut
2,6,Yasmin,2nd,OUT,20 September 2011,NA,NA,showstopper,rose croquembouche,other,no chocolate,no fruit,no nut
2,6,Joanne,1st,SB,20 September 2011,NA,NA,showstopper,limoncello and white chocolate croquembouche,other,chocolate,no fruit,no nut
2,7,Holly,1st,IN,27 September 2011,NA,NA,showstopper,"apricot, macadamia and white chocolate pinwheels
almond croissants
apple, raisin and cinnamon plaits",other,chocolate,fruit,multiple
2,7,Joanne,3rd,IN,27 September 2011,NA,NA,showstopper,"pain aux raisin
chocolate twists
banana and raisin pastries",other,chocolate,fruit,no nut
2,7,Mary-Anne,2nd,IN,27 September 2011,NA,NA,showstopper,"raspberry rose danishes
praline spiralsalsatian plaited danishes",other,no chocolate,fruit,no nut
2,7,Janet,4th,OUT,27 September 2011,NA,NA,showstopper,"pain aux raisin
plain croissant
pain au chocolat",other,no chocolate,fruit,no nut
2,8,Holly,2nd,RUNNER UP,4 October 2011,NA,NA,showstopper,"strawberry and cream meringue nest
gooseberry and elderflower 'bakewell' tarts
neapolitan ice-cream sandwich",pie,no chocolate,fruit,no nut
2,8,Mary-Anne,3rd,RUNNER UP,4 October 2011,NA,NA,showstopper,"fruit tarts with elderflower custard
strawberry and rhubarb cheesecakes
black fruit meringue with everlasting syllabub",cake,no chocolate,fruit,no nut
2,8,Joanne,1st,WINNER,4 October 2011,NA,NA,showstopper,"mini victoria sandwiches
raspberry, white chocolate and pistachio mini meringues
mini banoffee pie with banana mousse",pie,chocolate,fruit,pistachio
3,1,Brendan,10th,IN,14 August 2012,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
3,1,Cathryn,5th,IN,14 August 2012,NA,NA,showstopper,hidden cupcake cake,cake,no chocolate,no fruit,no nut
3,1,Danny,7th,IN,14 August 2012,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
3,1,James,2nd,IN,14 August 2012,NA,NA,showstopper,"""simmer dim"" sunset cake",cake,no chocolate,no fruit,no nut
3,1,John,11th,IN,14 August 2012,NA,NA,showstopper,hidden pink hearts cake,cake,no chocolate,no fruit,no nut
3,1,Manisha,6th,IN,14 August 2012,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
3,1,Peter,3rd,IN,14 August 2012,NA,NA,showstopper,jubilee cake,cake,no chocolate,no fruit,no nut
3,1,Ryan,8th,IN,14 August 2012,NA,NA,showstopper,hidden flowerbed mousse cake,cake,no chocolate,no fruit,no nut
3,1,Sarah-Jane,1st,IN,14 August 2012,NA,NA,showstopper,hidden crown cake,cake,no chocolate,no fruit,no nut
3,1,Stuart,9th,IN,14 August 2012,NA,NA,showstopper,lemon and pistachio union flag cake,cake,no chocolate,fruit,pistachio
3,1,Natasha,12th,OUT,14 August 2012,NA,NA,showstopper,mother's day layered rose cake,cake,no chocolate,no fruit,no nut
3,1,Victoria,4th,SB,14 August 2012,NA,NA,showstopper,blackbird pie cake,cake,no chocolate,no fruit,no nut
3,2,Brendan,4th,IN,21 August 2012,NA,NA,showstopper,"chocolate and vanilla bagels
cumin and gruyere bagels",other,chocolate,no fruit,no nut
3,2,Cathryn,8th,IN,21 August 2012,NA,NA,showstopper,"cranberry and orange bagels
chipotle, chili, and smoked cheddar bagels",other,no chocolate,fruit,no nut
3,2,Danny,3rd,IN,21 August 2012,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
3,2,James,2nd,IN,21 August 2012,NA,NA,showstopper,"orange, mint and chocolate bagels
'millers' sourdough bagels",other,chocolate,fruit,no nut
3,2,Manisha,6th,IN,21 August 2012,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
3,2,Ryan,5th,IN,21 August 2012,NA,NA,showstopper,"cinnamon and date bagels
tarragon and rosemary bagels",other,no chocolate,fruit,no nut
3,2,Sarah-Jane,10th,IN,21 August 2012,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
3,2,Stuart,9th,IN,21 August 2012,NA,NA,showstopper,"cinnamon and cranberry bagels
tomato and thyme bagels",other,no chocolate,fruit,no nut
3,2,Victoria,7th,IN,21 August 2012,NA,NA,showstopper,"saffron and golden raisin bagels
porcini bagels",other,no chocolate,fruit,no nut
3,2,Peter,11th,OUT,21 August 2012,NA,NA,showstopper,"rosemary and sea salt bagels
apple and cinnamon bagels",other,no chocolate,fruit,no nut
3,2,John,1st,SB,21 August 2012,NA,NA,showstopper,"fig, walnut and gruyere bagels
blueberry and white chocolate bagels",other,chocolate,fruit,walnut
3,3,Brendan,9th,IN,28 August 2012,NA,NA,showstopper,"blackberry, nectarine and dragon fruit tart",pie,no chocolate,fruit,no nut
3,3,Cathryn,3rd,IN,28 August 2012,NA,NA,showstopper,"raspberry, pistachio and lemon tart",pie,no chocolate,fruit,pistachio
3,3,Danny,2nd,IN,28 August 2012,NA,NA,showstopper,"pineapple, coconut and frangipane tart",pie,no chocolate,fruit,no nut
3,3,John,6th,IN,28 August 2012,NA,NA,showstopper,"berries, grapes, pomegranate, and dragon fruit tart",pie,no chocolate,fruit,no nut
3,3,Manisha,10th,IN,28 August 2012,NA,NA,showstopper,rum and tropical fruit tart,pie,no chocolate,no fruit,no nut
3,3,Ryan,5th,IN,28 August 2012,NA,NA,showstopper,NA,other,no chocolate,no fruit,no nut
3,3,Sarah-Jane,8th,IN,28 August 2012,NA,NA,showstopper,french apple tart with blackberry and cassis jam,pie,no chocolate,fruit,no nut
3,3,Stuart,7th,IN,28 August 2012,NA,NA,showstopper,raspberry triple chocolate layered tart,pie,chocolate,fruit,no nut
3,3,Victoria,4th,OUT,28 August 2012,NA,NA,showstopper,tropical fruit tart with black pepper crust,pie,no chocolate,no fruit,no nut
3,3,James,1st,SB,28 August 2012,NA,NA,showstopper,"rose, lychee and raspberry fruit tart",pie,no chocolate,fruit,no nut
3,4,Cathryn,3rd,IN,4 September 2012,NA,NA,showstopper,"gooseberry, almond and honey meringue",other,no chocolate,fruit,almond
3,4,Danny,2nd,IN,4 September 2012,NA,NA,showstopper,"'monte bianco' chestnut, chocolate and coffee dacquoise",other,chocolate,fruit,no nut
3,4,James,5th,IN,4 September 2012,NA,NA,showstopper,"fig, chestnut, cherry and chocolate layered meringue",other,chocolate,fruit,no nut
3,4,John,6th,IN,4 September 2012,NA,NA,showstopper,elderflower and bramble berry pavlova,other,no chocolate,no fruit,no nut
3,4,Manisha,9th,IN,4 September 2012,NA,NA,showstopper,tiramisu layered meringue dessert,other,no chocolate,no fruit,no nut
3,4,Ryan,7th,IN,4 September 2012,NA,NA,showstopper,"strawberry, rose and pistachio meringue",other,no chocolate,fruit,pistachio
3,4,Sarah-Jane,4th,IN,4 September 2012,NA,NA,showstopper,hazelnut tiramisu layered meringue,other,no chocolate,fruit,filbert
3,4,Stuart,8th,OUT,4 September 2012,NA,NA,showstopper,choca blocka mocha meringue,other,no chocolate,no fruit,no nut
3,4,Brendan,1st,SB,4 September 2012,NA,NA,showstopper,"pear, chocolate and hazelnut dacquoise",other,chocolate,fruit,filbert
3,5,Brendan,3rd,IN,11 September 2012,NA,NA,showstopper,all american chiffon pie,pie,no chocolate,no fruit,no nut
3,5,Cathryn,1st,IN,11 September 2012,NA,NA,showstopper,chocolate and peanut butter pumpkin pie,pie,chocolate,fruit,peanut
3,5,Danny,7th,IN,11 September 2012,NA,NA,showstopper,trick or treat pumpkin pie,pie,no chocolate,no fruit,no nut
3,5,James,6th,IN,11 September 2012,NA,NA,showstopper,sweet potato pie,pie,no chocolate,no fruit,no nut
3,5,John,2nd,IN,11 September 2012,NA,NA,showstopper,star-spangled pecan pie,pie,no chocolate,no fruit,pecan
3,5,Sarah-Jane,4th,IN,11 September 2012,NA,NA,showstopper,chocolate and banana cream pie,pie,chocolate,fruit,no nut
3,5,Manisha,5th,OUT,11 September 2012,NA,NA,showstopper,banana scotch pie,pie,no chocolate,fruit,no nut
3,5,Ryan,8th,SB,11 September 2012,NA,NA,showstopper,key lime pie,pie,no chocolate,fruit,no nut
3,6,Cathryn,3rd,IN,18 September 2012,NA,NA,showstopper,roasted vegetable couscous and sheep cheese strudel,other,no chocolate,no fruit,no nut
3,6,Danny,2nd,IN,18 September 2012,NA,NA,showstopper,"leek, potato, pistachio and gruyère strudel",other,no chocolate,no fruit,pistachio
3,6,James,7th,IN,18 September 2012,NA,NA,showstopper,"strawberry, rhubarb and ginger strudel",other,no chocolate,fruit,no nut
3,6,John,5th,IN,18 September 2012,NA,NA,showstopper,did not complete due to injury,other,no chocolate,no fruit,no nut
3,6,Ryan,6th,IN,18 September 2012,NA,NA,showstopper,"apple, sour cherry, raisin and mixed nuts strudel",other,no chocolate,fruit,no nut
3,6,Sarah-Jane,4th,IN,18 September 2012,NA,NA,showstopper,sweet strudel with sour cherries,other,no chocolate,no fruit,no nut
3,6,Brendan,1st,SB,18 September 2012,NA,NA,showstopper,"spinach, cheese and walnut strudel",other,no chocolate,fruit,walnut
3,7,Brendan,4th,IN,25 September 2012,NA,NA,showstopper,black forest christmas stollen,other,no chocolate,no fruit,no nut
3,7,Cathryn,5th,IN,25 September 2012,NA,NA,showstopper,bonfire night tear 'n' share brioche,other,no chocolate,no fruit,no nut
3,7,James,1st,IN,25 September 2012,NA,NA,showstopper,whisky kugelhopf-brioche baba,other,no chocolate,no fruit,no nut
3,7,John,3rd,IN,25 September 2012,NA,NA,showstopper,marzipan stollen,other,no chocolate,no fruit,no nut
3,7,Ryan,6th,OUT,25 September 2012,NA,NA,showstopper,char siu bao,other,no chocolate,no fruit,no nut
3,7,Sarah-Jane,7th,OUT,25 September 2012,NA,NA,showstopper,sour cherry and dark chocolate christmas plait,other,chocolate,fruit,no nut
3,7,Danny,2nd,SB,25 September 2012,NA,NA,showstopper,european christmas wreath,other,no chocolate,no fruit,no nut
3,8,Brendan,2nd,IN,2 October 2012,NA,NA,showstopper,fantasy gingerbread bird house,other,no chocolate,no fruit,no nut
3,8,Danny,4th,IN,2 October 2012,NA,NA,showstopper,gingerbread big ben,other,no chocolate,no fruit,no nut
3,8,John,3rd,IN,2 October 2012,NA,NA,showstopper,gingerbread roman coliseum,other,no chocolate,no fruit,no nut
3,8,Cathryn,5th,OUT,2 October 2012,NA,NA,showstopper,gingerbread buckingham palace,other,no chocolate,no fruit,no nut
3,8,James,1st,SB,2 October 2012,NA,NA,showstopper,gingerbread barn,other,no chocolate,no fruit,no nut
3,9,Brendan,3rd,IN,9 October 2012,NA,NA,showstopper,gateau st. honoré,other,no chocolate,no fruit,no nut
3,9,John,2nd,IN,9 October 2012,NA,NA,showstopper,gateau st. honoré a la passion,other,no chocolate,no fruit,no nut
3,9,Danny,4th,OUT,9 October 2012,NA,NA,showstopper,rosewater and lychee st. honoré,other,no chocolate,fruit,no nut
3,9,James,1st,SB,9 October 2012,NA,NA,showstopper,"coffee, caramel and hazelnut paris-brest",other,no chocolate,fruit,filbert
3,10,Brendan,2nd,RUNNER UP,16 October 2012,NA,NA,showstopper,family reunion chiffon cake,cake,no chocolate,no fruit,no nut
3,10,James,1st,RUNNER UP,16 October 2012,NA,NA,showstopper,united chiffon cakes,cake,no chocolate,no fruit,no nut
3,10,John,2nd,WINNER,16 October 2012,NA,NA,showstopper,heaven and hell chiffon cake,cake,no chocolate,no fruit,no nut
4,1,Ali,11th,IN,20 August 2013,1,2014-12-28,showstopper,"chocolate, raspberry and passion fruit engagement cake",cake,chocolate,fruit,no nut
4,1,Beca,8th,IN,20 August 2013,1,2014-12-28,showstopper,chocolate cherry indulgence,other,chocolate,fruit,no nut
4,1,Christine,3rd,IN,20 August 2013,1,2014-12-28,showstopper,chocolate and orange 'fripperous' hat cake,cake,chocolate,fruit,no nut
4,1,Deborah,9th,IN,20 August 2013,1,2014-12-28,showstopper,'coffee time',other,no chocolate,no fruit,no nut
4,1,Frances,7th,IN,20 August 2013,1,2014-12-28,showstopper,secret squirrel cake,cake,no chocolate,no fruit,no nut
4,1,Glenn,4th,IN,20 August 2013,1,2014-12-28,showstopper,almond and espresso chocolate cake,cake,chocolate,no fruit,almond
4,1,Howard,6th,IN,20 August 2013,1,2014-12-28,showstopper,black forest revisited,other,no chocolate,no fruit,no nut
4,1,Kimberley,10th,IN,20 August 2013,1,2014-12-28,showstopper,"chocolate, raspberry & basil layer cake",cake,chocolate,fruit,no nut
4,1,Lucy,2nd,IN,20 August 2013,1,2014-12-28,showstopper,thyme 'wildwood' cake,cake,no chocolate,no fruit,no nut
4,1,Mark,5th,IN,20 August 2013,1,2014-12-28,showstopper,chocolate monster,other,chocolate,no fruit,no nut
4,1,Ruby,12th,IN,20 August 2013,1,2014-12-28,showstopper,chocolate and ginger night sky cake,cake,chocolate,no fruit,no nut
4,1,Toby,13th,OUT,20 August 2013,1,2014-12-28,showstopper,two tiered chocolate cake,cake,chocolate,no fruit,no nut
4,1,Robert,1st,SB,20 August 2013,1,2014-12-28,showstopper,raspberry chocolate cake,cake,chocolate,fruit,no nut
4,2,Ali,9th,IN,27 August 2013,1,2015-01-04,showstopper,sweet (white chocolate & apricots) and savoury (chicken tikka & paneer) yin yang bread,other,chocolate,fruit,no nut
4,2,Beca,11th,IN,27 August 2013,1,2015-01-04,showstopper,"five strand christmas wreath (sultanas, cinnamon and honey)",other,no chocolate,no fruit,no nut
4,2,Christine,4th,IN,27 August 2013,1,2015-01-04,showstopper,"double plaited loaf (onion, cheese, and bacon)",other,no chocolate,no fruit,no nut
4,2,Deborah,8th,IN,27 August 2013,1,2015-01-04,showstopper,walnut fleur loaf,other,no chocolate,fruit,walnut
4,2,Frances,2nd,IN,27 August 2013,1,2015-01-04,showstopper,sailor's knot,other,no chocolate,no fruit,no nut
4,2,Glenn,7th,IN,27 August 2013,1,2015-01-04,showstopper,harvest crown,other,no chocolate,no fruit,no nut
4,2,Howard,10th,IN,27 August 2013,1,2015-01-04,showstopper,picasso sun bread (oregano and orange zest),other,no chocolate,fruit,no nut
4,2,Kimberley,1st,IN,27 August 2013,1,2015-01-04,showstopper,peace bread (za'atar spice mix and garlic),other,no chocolate,no fruit,no nut
4,2,Mark,6th,IN,27 August 2013,1,2015-01-04,showstopper,sage & garlic plait,other,no chocolate,no fruit,no nut
4,2,Robert,5th,IN,27 August 2013,1,2015-01-04,showstopper,tribute loaf,other,no chocolate,no fruit,no nut
4,2,Lucy,12th,OUT,27 August 2013,1,2015-01-04,showstopper,roast tomato bread,other,no chocolate,fruit,no nut
4,2,Ruby,3rd,SB,27 August 2013,1,2015-01-04,showstopper,white chocolate and orange peacock bread,other,chocolate,fruit,no nut
4,3,Ali,5th,IN,3 September 2013,1,2015-01-11,showstopper,"vanilla latte mini cakes
lime & mint shortbread pops",cake,no chocolate,fruit,no nut
4,3,Beca,10th,IN,3 September 2013,1,2015-01-11,showstopper,limoncello and blueberry burstsmillionaire shortbread,other,no chocolate,fruit,no nut
4,3,Frances,8th,IN,3 September 2013,1,2015-01-11,showstopper,'ballet bites' ginger nutcrackerssugar plum fairy cakes,cake,no chocolate,fruit,no nut
4,3,Glenn,1st,IN,3 September 2013,1,2015-01-11,showstopper,"billionaire bouchées
orange financiers",other,no chocolate,fruit,no nut
4,3,Howard,7th,IN,3 September 2013,1,2015-01-11,showstopper,"black coffee and cardamom cakes
white stilton and pear biscuits",cake,no chocolate,fruit,no nut
4,3,Kimberley,6th,IN,3 September 2013,1,2015-01-11,showstopper,"chocolate pistachio financiers
lemon bergamot biscuits",other,chocolate,fruit,pistachio
4,3,Robert,2nd,IN,3 September 2013,1,2015-01-11,showstopper,almond friandsturǫn macaroons,other,no chocolate,no fruit,almond
4,3,Ruby,3rd,IN,3 September 2013,1,2015-01-11,showstopper,"lemon shortbread and white chocolate seashells
blackberry and chocolate layer cakes",cake,chocolate,fruit,no nut
4,3,Deborah,9th,OUT,3 September 2013,1,2015-01-11,showstopper,"canelé cherry and chocolate cakes
rose cookies",cookie,chocolate,fruit,no nut
4,3,Mark,11th,OUT,3 September 2013,1,2015-01-11,showstopper,"rose and pistachio macaroons
chocolate and raspberry bites",other,chocolate,fruit,pistachio
4,3,Christine,4th,SB,3 September 2013,1,2015-01-11,showstopper,ninety-ninerssachertorte parcels,cake,no chocolate,no fruit,no nut
4,4,Beca,2nd,IN,10 September 2013,1,2015-01-18,showstopper,moroccan vegetable filo feast,other,no chocolate,no fruit,no nut
4,4,Christine,7th,IN,10 September 2013,1,2015-01-18,showstopper,roasted vegetable filo pie with feta cheese,pie,no chocolate,no fruit,no nut
4,4,Frances,1st,IN,10 September 2013,1,2015-01-18,showstopper,cherry tree baklava filo pie,pie,no chocolate,fruit,no nut
4,4,Glenn,9th,IN,10 September 2013,1,2015-01-18,showstopper,spanakopita (walnut and feta cheese),other,no chocolate,fruit,walnut
4,4,Howard,5th,IN,10 September 2013,1,2015-01-18,showstopper,fresh fig and feta filo flan,other,no chocolate,fruit,no nut
4,4,Robert,3rd,IN,10 September 2013,1,2015-01-18,showstopper,spanakopita with st george's mushrooms,other,no chocolate,no fruit,no nut
4,4,Ruby,6th,IN,10 September 2013,1,2015-01-18,showstopper,"rose, almond and raspberry filo pie",pie,no chocolate,fruit,almond
4,4,Ali,8th,OUT,10 September 2013,1,2015-01-18,showstopper,"orange, cardamom and date m'hanncha",other,no chocolate,fruit,no nut
4,4,Kimberley,4th,SB,10 September 2013,1,2015-01-18,showstopper,"chicken, bacon and butternut squash pie",pie,no chocolate,fruit,no nut
4,5,Beca,5th,IN,17 September 2013,1,2015-01-25,showstopper,tiered macaron and sugar dough biscuit centrepiece,pie,no chocolate,no fruit,no nut
4,5,Frances,3rd,IN,17 September 2013,1,2015-01-25,showstopper,biscuit buttons and beads,other,no chocolate,no fruit,no nut
4,5,Glenn,2nd,IN,17 September 2013,1,2015-01-25,showstopper,shortbread and macaron helter-skelter,other,no chocolate,no fruit,no nut
4,5,Howard,8th,IN,17 September 2013,1,2015-01-25,showstopper,japanese pagoda tea tower,other,no chocolate,no fruit,no nut
4,5,Kimberley,7th,IN,17 September 2013,1,2015-01-25,showstopper,black and white viennese biscuit stack,other,no chocolate,no fruit,no nut
4,5,Ruby,6th,IN,17 September 2013,1,2015-01-25,showstopper,'dropped ice-cream' biscuit centrepiece,pie,no chocolate,no fruit,no nut
4,5,Robert,4th,OUT,17 September 2013,1,2015-01-25,showstopper,dalek,other,no chocolate,no fruit,no nut
4,5,Christine,1st,SB,17 September 2013,1,2015-01-25,showstopper,shortbread bavarian clock tower,other,no chocolate,no fruit,no nut
4,6,Beca,6th,IN,24 September 2013,1,2015-02-01,showstopper,"chocolate and rum-soaked prune brioches
cardamom spiced lemon iced buns",other,chocolate,fruit,no nut
4,6,Christine,4th,IN,24 September 2013,1,2015-02-01,showstopper,"schnecken buns
vanilla custard skolebrød",pudding,no chocolate,no fruit,no nut
4,6,Frances,2nd,IN,24 September 2013,1,2015-02-01,showstopper,"hot cross brioches
rhubarb and custard kolaches",pudding,no chocolate,no fruit,no nut
4,6,Glenn,5th,IN,24 September 2013,1,2015-02-01,showstopper,"almond and apricot brioches
sticky caramel kanelbullen",other,no chocolate,fruit,almond
4,6,Kimberley,3rd,IN,24 September 2013,1,2015-02-01,showstopper,"double chocolate and hazelnut brioches
danish kanelsnurrer",other,chocolate,fruit,filbert
4,6,Howard,7th,OUT,24 September 2013,1,2015-02-01,showstopper,"peachy buns
german baumschnecken",other,no chocolate,fruit,no nut
4,6,Ruby,1st,SB,24 September 2013,1,2015-02-01,showstopper,"twisted swedish kanelbullar
saffron st. lucia buns",other,no chocolate,no fruit,no nut
4,7,Beca,1st,IN,1 October 2013,1,2015-02-08,showstopper,"nectarine and frangipane squares
chocolate and hazelnut vol-au-vents
strawberries and cream mille-feuille",other,chocolate,fruit,filbert
4,7,Christine,6th,IN,1 October 2013,1,2015-02-08,showstopper,"eccles cakes
fresh fruit baskets
lemon cream eton mess mille-feuille",cake,no chocolate,fruit,no nut
4,7,Kimberley,4th,IN,1 October 2013,1,2015-02-08,showstopper,"pear, malt and butterscotch mille-feuille
blackberry and lemon verbena crème brûle custard tarts
fig, orange and thyme galette",pie,no chocolate,fruit,no nut
4,7,Ruby,2nd,IN,1 October 2013,1,2015-02-08,showstopper,"raspberry and passion fruit mille-feuille
caramelised apple lattice
portuguese custard tarts",pie,no chocolate,fruit,no nut
4,7,Glenn,3rd,OUT,1 October 2013,1,2015-02-08,showstopper,"caramelised apple and marzipan tartlets
chocolate elephant earspassion fruit mille-feuille",pie,chocolate,fruit,no nut
4,7,Frances,5th,SB,1 October 2013,1,2015-02-08,showstopper,"french framboise cream horns
sheet music mille-feuille
bass clef palmiers",other,no chocolate,no fruit,no nut
4,8,Beca,4th,IN,8 October 2013,1,2015-02-15,showstopper,spiced butternut squash and pecan 'cheese' cake,cake,no chocolate,fruit,pecan
4,8,Frances,3rd,IN,8 October 2013,1,2015-02-15,showstopper,"hidden carrot cake (ground praline, beetroot and walnut)",cake,no chocolate,fruit,walnut
4,8,Kimberley,2nd,IN,8 October 2013,1,2015-02-15,showstopper,butternut squash and spice cake toadstool house,cake,no chocolate,fruit,no nut
4,8,Christine,5th,OUT,8 October 2013,1,2015-02-15,showstopper,sweet potato guitar with passion fruit icing and marshmallow fondant,other,no chocolate,no fruit,no nut
4,8,Ruby,1st,SB,8 October 2013,1,2015-02-15,showstopper,carrot cake and pistachio garden plot,cake,no chocolate,no fruit,pistachio
4,9,Frances,2nd,IN,15 October 2013,1,2015-02-22,showstopper,great british soap opera cake,cake,no chocolate,no fruit,no nut
4,9,Ruby,4th,IN,15 October 2013,1,2015-02-22,showstopper,"chocolate, almond praline and saffron opera cake",cake,chocolate,no fruit,almond
4,9,Beca,3rd,OUT,15 October 2013,1,2015-02-22,showstopper,banoffee opera cake,cake,no chocolate,no fruit,no nut
4,9,Kimberley,1st,SB,15 October 2013,1,2015-02-22,showstopper,passion fruit and lime opera cake,cake,no chocolate,fruit,no nut
4,10,Kimberley,1st,RUNNER UP,22 October 2013,1,2015-03-01,showstopper,languages of love wedding cake,cake,no chocolate,no fruit,no nut
4,10,Ruby,2nd,RUNNER UP,22 October 2013,1,2015-03-01,showstopper,"raspberry, lemon and passion fruit wedding cake",cake,no chocolate,fruit,no nut
4,10,Frances,3rd,WINNER,22 October 2013,1,2015-03-01,showstopper,midsummer night's dream wedding cake,cake,no chocolate,no fruit,no nut
5,1,Chetna,3rd,IN,6 August 2014,2,2015-09-06,showstopper,tiered victoria sponges with lemon curd and raspberry cream,other,no chocolate,fruit,no nut
5,1,Diana,5th,IN,6 August 2014,2,2015-09-06,showstopper,chocolate ganache surprises,other,chocolate,no fruit,no nut
5,1,Enwezor,9th,IN,6 August 2014,2,2015-09-06,showstopper,coffee and walnut battenberg squares,other,no chocolate,fruit,walnut
5,1,Iain,4th,IN,6 August 2014,2,2015-09-06,showstopper,"lemon drizzle cakes with mascarpone filling, drizzled icing, and candied lemon",cake,no chocolate,fruit,no nut
5,1,Jordan,12th,IN,6 August 2014,2,2015-09-06,showstopper,lemon drizzle cakes with blueberry and lemon curd,cake,no chocolate,fruit,no nut
5,1,Kate,6th,IN,6 August 2014,2,2015-09-06,showstopper,mini tiered victoria sponges,other,no chocolate,no fruit,no nut
5,1,Luis,7th,IN,6 August 2014,2,2015-09-06,showstopper,raspberry and lemon genoise slices with lemon drizzles,other,no chocolate,fruit,no nut
5,1,Martha,2nd,IN,6 August 2014,2,2015-09-06,showstopper,mini lemon and thyme drizzle cakes,cake,no chocolate,fruit,no nut
5,1,Norman,11th,IN,6 August 2014,2,2015-09-06,showstopper,almond and raspberry mini cakes,cake,no chocolate,fruit,almond
5,1,Richard,10th,IN,6 August 2014,2,2015-09-06,showstopper,miniature coffee and walnut cakes,cake,no chocolate,fruit,walnut
5,1,Claire,8th,OUT,6 August 2014,2,2015-09-06,showstopper,mini chocolate and cherry cakes,cake,chocolate,fruit,no nut
5,1,Nancy,1st,SB,6 August 2014,2,2015-09-06,showstopper,jaffa orange cakes,cake,no chocolate,fruit,no nut
5,2,Chetna,8th,IN,13 August 2014,2,2015-09-13,showstopper,day on the beach,other,no chocolate,no fruit,no nut
5,2,Diana,7th,IN,13 August 2014,2,2015-09-13,showstopper,"express, first class",other,no chocolate,no fruit,no nut
5,2,Iain,11th,IN,13 August 2014,2,2015-09-13,showstopper,wild west scene,other,no chocolate,no fruit,no nut
5,2,Jordan,6th,IN,13 August 2014,2,2015-09-13,showstopper,monster attack,other,no chocolate,no fruit,no nut
5,2,Kate,4th,IN,13 August 2014,2,2015-09-13,showstopper,tea time,other,no chocolate,no fruit,no nut
5,2,Luis,3rd,IN,13 August 2014,2,2015-09-13,showstopper,george versus the dragon,other,no chocolate,no fruit,no nut
5,2,Martha,5th,IN,13 August 2014,2,2015-09-13,showstopper,ski village scene,other,no chocolate,no fruit,no nut
5,2,Nancy,2nd,IN,13 August 2014,2,2015-09-13,showstopper,hansel and gretel scene,other,no chocolate,no fruit,no nut
5,2,Norman,10th,IN,13 August 2014,2,2015-09-13,showstopper,zulu boats at dawn,other,no chocolate,no fruit,no nut
5,2,Enwezor,9th,OUT,13 August 2014,2,2015-09-13,showstopper,space adventure moon scene,other,no chocolate,no fruit,no nut
5,2,Richard,1st,SB,13 August 2014,2,2015-09-13,showstopper,pirates!,other,no chocolate,no fruit,no nut
5,3,Chetna,8th,IN,20 August 2014,2,2015-09-20,showstopper,rolled and filled twin loaf,other,no chocolate,no fruit,no nut
5,3,Diana,7th,IN,20 August 2014,2,2015-09-20,showstopper,sharing savoury pinwheel,other,no chocolate,no fruit,no nut
5,3,Iain,9th,IN,20 August 2014,2,2015-09-20,showstopper,moroccan plaited with a bessara dip,other,no chocolate,no fruit,no nut
5,3,Kate,1st,IN,20 August 2014,2,2015-09-20,showstopper,"prosciutto, olive and coriander bread",other,no chocolate,fruit,no nut
5,3,Martha,3rd,IN,20 August 2014,2,2015-09-20,showstopper,stuffed sunflower loaf,other,no chocolate,no fruit,no nut
5,3,Nancy,5th,IN,20 August 2014,2,2015-09-20,showstopper,'full english' stromboli,other,no chocolate,no fruit,no nut
5,3,Norman,4th,IN,20 August 2014,2,2015-09-20,showstopper,chicken and roasted vegetable picnic loaf,other,no chocolate,no fruit,no nut
5,3,Richard,6th,IN,20 August 2014,2,2015-09-20,showstopper,pesto pinwheel,other,no chocolate,no fruit,no nut
5,3,Jordan,10th,OUT,20 August 2014,2,2015-09-20,showstopper,strawberry raspberry cheesecake brioche,cake,no chocolate,fruit,no nut
5,3,Luis,2nd,SB,20 August 2014,2,2015-09-20,showstopper,roscón de reyes,other,no chocolate,no fruit,no nut
5,4,Chetna,3rd,IN,27 August 2014,2,2015-09-27,showstopper,"mango, raspberry and coconut baked alaska",other,no chocolate,fruit,no nut
5,4,Diana,9th,IN,27 August 2014,2,2015-09-27,showstopper,raspberry ripple alaska swan,other,no chocolate,fruit,no nut
5,4,Kate,7th,IN,27 August 2014,2,2015-09-27,showstopper,"pistachio, raspberry and chocolate baked alaska",other,chocolate,fruit,pistachio
